Concurso,Faixa,Ganhadores,Prêmio
2468,12 Acertos,153008,"R$ 10,00"
2468,11 Acertos,705086,"R$ 5,00"
2467,15 Acertos,3,"R$ 277.431,02"
2467,14 Acertos,684,"R$ 364,48"
2467,13 Acertos,17442,"R$ 25,00"
2467,12 Acertos,161053,"R$ 10,00"
2467,11 Acertos,638447,"R$ 5,00"
2466,15 Acertos,18,"R$ 74.680,51"
2466,14 Acertos,603,"R$ 667,75"
2466,13 Acertos,13905,"R$ 25,00"
2466,12 Acertos,139769,"R$ 10,00"
2466,11 Acertos,694343,"R$ 5,00"
2465,15 Acertos,2,"R$ 595.284,46"
2465,14 Acertos,293,"R$ 1.217,14"
2465,13 Acertos,10225,"R$ 25,00"
2465,12 Acertos,123253,"R$ 10,00"
2465,11 Acertos,640592,"R$ 5,00"
2464,15 Acertos,3,"R$ 490.479,68"
2464,14 Acertos,253,"R$ 1.742,10"
2464,13 Acertos,8808,"R$ 25,00"
2464,12 Acertos,122881,"R$ 10,00"
2464,11 Acertos,642801,"R$ 5,00"
2463,15 Acertos,1,"R$ 867.579,36"
2463,14 Acertos,410,"R$ 633,83"
2463,13 Acertos,13438,"R$ 25,00"
2463,12 Acertos,151601,"R$ 10,00"
2463,11 Acertos,715728,"R$ 5,00"
2462,15 Acertos,2,"R$ 738.761,66"
2462,14 Acertos,251,"R$ 1.763,25"
2462,13 Acertos,9187,"R$ 25,00"
2462,12 Acertos,123839,"R$ 10,00"
2462,11 Acertos,697011,"R$ 5,00"
2461,15 Acertos,1,"R$ 1.303.844,13"
2461,14 Acertos,246,"R$ 1.587,61"
2461,13 Acertos,8348,"R$ 25,00"
2461,12 Acertos,108807,"R$ 10,00"
2461,11 Acertos,597089,"R$ 5,00"
2483,15 Acertos,7,"R$ 448.508,18"
2483,14 Acertos,527,"R$ 1.083,34"
2483,13 Acertos,11486,"R$ 25,00"
2483,12 Acertos,140022,"R$ 10,00"
2483,11 Acertos,775352,"R$ 5,00"
2460,15 Acertos,3,"R$ 1.725.542,59"
2460,14 Acertos,396,"R$ 1.423,94"
2460,13 Acertos,14997,"R$ 25,00"
2460,12 Acertos,203313,"R$ 10,00"
2460,11 Acertos,1138198,"R$ 5,00"
2459,15 Acertos,1,"R$ 1.161.375,40"
2459,14 Acertos,223,"R$ 1.559,98"
2459,13 Acertos,8987,"R$ 25,00"
2459,12 Acertos,112119,"R$ 10,00"
2459,11 Acertos,595456,"R$ 5,00"
2458,15 Acertos,1,"R$ 1.522.121,69"
2458,14 Acertos,258,"R$ 1.767,19"
2458,13 Acertos,11376,"R$ 25,00"
2458,12 Acertos,124608,"R$ 10,00"
2458,11 Acertos,630184,"R$ 5,00"
2457,15 Acertos,5,"R$ 518.597,67"
2457,14 Acertos,868,"R$ 426,61"
2457,13 Acertos,24539,"R$ 25,00"
2457,12 Acertos,231368,"R$ 10,00"
2457,11 Acertos,966415,"R$ 5,00"
2456,15 Acertos,0,"R$ 0,00"
2456,14 Acertos,263,"R$ 1.545,25"
2456,13 Acertos,9764,"R$ 25,00"
2456,12 Acertos,117535,"R$ 10,00"
2456,11 Acertos,629814,"R$ 5,00"
2455,15 Acertos,3,"R$ 445.260,43"
2455,14 Acertos,198,"R$ 1.414,56"
2455,13 Acertos,9223,"R$ 25,00"
2455,12 Acertos,105426,"R$ 10,00"
2455,11 Acertos,573438,"R$ 5,00"
2454,15 Acertos,1,"R$ 1.553.066,32"
2454,14 Acertos,214,"R$ 1.521,70"
2454,13 Acertos,9041,"R$ 25,00"
2454,12 Acertos,114865,"R$ 10,00"
2454,11 Acertos,585564,"R$ 5,00"
2453,15 Acertos,1,"R$ 3.615.425,53"
2453,14 Acertos,349,"R$ 1.604,57"
2453,13 Acertos,13111,"R$ 25,00"
2453,12 Acertos,161390,"R$ 10,00"
2453,11 Acertos,848310,"R$ 5,00"
2452,15 Acertos,0,"R$ 0,00"
2452,14 Acertos,174,"R$ 2.103,88"
2452,13 Acertos,6760,"R$ 25,00"
2452,12 Acertos,102814,"R$ 10,00"
2452,11 Acertos,610347,"R$ 5,00"
2451,15 Acertos,1,"R$ 951.460,74"
2451,14 Acertos,309,"R$ 922,32"
2451,13 Acertos,10937,"R$ 25,00"
2451,12 Acertos,132916,"R$ 10,00"
2451,11 Acertos,666548,"R$ 5,00"
2450,15 Acertos,1,"R$ 7.092.053,86"
2450,14 Acertos,620,"R$ 1.357,04"
2450,13 Acertos,22043,"R$ 25,00"
2450,12 Acertos,274339,"R$ 10,00"
2450,11 Acertos,1416193,"R$ 5,00"
2449,15 Acertos,0,"R$ 0,00"
2449,14 Acertos,192,"R$ 1.712,34"
2449,13 Acertos,7597,"R$ 25,00"
2449,12 Acertos,95796,"R$ 10,00"
2449,11 Acertos,534333,"R$ 5,00"
2448,15 Acertos,2,"R$ 684.412,40"
2448,14 Acertos,528,"R$ 776,54"
2448,13 Acertos,16802,"R$ 25,00"
2448,12 Acertos,140615,"R$ 10,00"
2448,11 Acertos,673039,"R$ 5,00"
2447,15 Acertos,1,"R$ 1.549.916,59"
2447,14 Acertos,159,"R$ 2.043,91"
2447,13 Acertos,6516,"R$ 25,00"
2447,12 Acertos,90222,"R$ 10,00"
2447,11 Acertos,551076,"R$ 5,00"
2446,15 Acertos,2,"R$ 1.779.840,05"
2446,14 Acertos,477,"R$ 1.542,44"
2446,13 Acertos,15764,"R$ 25,00"
2446,12 Acertos,207068,"R$ 10,00"
2446,11 Acertos,1051686,"R$ 5,00"
2445,15 Acertos,0,"R$ 0,00"
2445,14 Acertos,273,"R$ 1.210,68"
2445,13 Acertos,11307,"R$ 25,00"
2445,12 Acertos,146491,"R$ 10,00"
2445,11 Acertos,684107,"R$ 5,00"
2444,15 Acertos,2,"R$ 771.445,07"
2444,14 Acertos,266,"R$ 1.737,42"
2444,13 Acertos,9795,"R$ 25,00"
2444,12 Acertos,124144,"R$ 10,00"
2444,11 Acertos,664032,"R$ 5,00"
2443,15 Acertos,3,"R$ 514.133,36"
2443,14 Acertos,302,"R$ 1.529,83"
2443,13 Acertos,9487,"R$ 25,00"
2443,12 Acertos,104590,"R$ 10,00"
2443,11 Acertos,590583,"R$ 5,00"
2442,15 Acertos,2,"R$ 992.577,35"
2442,14 Acertos,155,"R$ 2.685,44"
2442,13 Acertos,6988,"R$ 25,00"
2442,12 Acertos,99228,"R$ 10,00"
2442,11 Acertos,625754,"R$ 5,00"
2441,15 Acertos,3,"R$ 302.877,95"
2441,14 Acertos,429,"R$ 634,43"
2441,13 Acertos,15124,"R$ 25,00"
2441,12 Acertos,157762,"R$ 10,00"
2441,11 Acertos,729639,"R$ 5,00"
2440,15 Acertos,4,"R$ 1.273.598,04"
2440,14 Acertos,546,"R$ 1.465,00"
2440,13 Acertos,19303,"R$ 25,00"
2440,12 Acertos,219445,"R$ 10,00"
2440,11 Acertos,1168714,"R$ 5,00"
2439,15 Acertos,5,"R$ 173.409,32"
2439,14 Acertos,747,"R$ 347,67"
2439,13 Acertos,18693,"R$ 25,00"
2439,12 Acertos,167412,"R$ 10,00"
2439,11 Acertos,713307,"R$ 5,00"
2438,15 Acertos,2,"R$ 763.481,97"
2438,14 Acertos,327,"R$ 1.398,73"
2438,13 Acertos,10900,"R$ 25,00"
2438,12 Acertos,119339,"R$ 10,00"
2438,11 Acertos,618764,"R$ 5,00"
2437,15 Acertos,1,"R$ 1.280.145,86"
2437,14 Acertos,333,"R$ 1.151,51"
2437,13 Acertos,9455,"R$ 25,00"
2437,12 Acertos,117528,"R$ 10,00"
2437,11 Acertos,640872,"R$ 5,00"
2436,15 Acertos,1,"R$ 1.667.790,65"
2436,14 Acertos,348,"R$ 1.435,54"
2436,13 Acertos,10582,"R$ 25,00"
2436,12 Acertos,115383,"R$ 10,00"
2436,11 Acertos,588961,"R$ 5,00"
2435,15 Acertos,4,"R$ 325.300,64"
2435,14 Acertos,313,"R$ 1.245,24"
2435,13 Acertos,10316,"R$ 25,00"
2435,12 Acertos,110965,"R$ 10,00"
2435,11 Acertos,582552,"R$ 5,00"
2434,15 Acertos,1,"R$ 1.529.914,24"
2434,14 Acertos,561,"R$ 816,87"
2434,13 Acertos,9350,"R$ 25,00"
2434,12 Acertos,130426,"R$ 10,00"
2434,11 Acertos,644428,"R$ 5,00"
2433,15 Acertos,4,"R$ 223.130,00"
2433,14 Acertos,348,"R$ 768,23"
2433,13 Acertos,12232,"R$ 25,00"
2433,12 Acertos,141301,"R$ 10,00"
2433,11 Acertos,676189,"R$ 5,00"
2432,15 Acertos,1,"R$ 3.292.653,04"
2432,14 Acertos,324,"R$ 1.834,36"
2432,13 Acertos,12565,"R$ 25,00"
2432,12 Acertos,170069,"R$ 10,00"
2432,11 Acertos,1001143,"R$ 5,00"
2431,15 Acertos,0,"R$ 0,00"
2431,14 Acertos,177,"R$ 1.550,06"
2431,13 Acertos,7225,"R$ 25,00"
2431,12 Acertos,103900,"R$ 10,00"
2431,11 Acertos,566618,"R$ 5,00"
2430,15 Acertos,7,"R$ 687.593,99"
2430,14 Acertos,730,"R$ 941,49"
2430,13 Acertos,20051,"R$ 25,00"
2430,12 Acertos,221002,"R$ 10,00"
2430,11 Acertos,1099704,"R$ 5,00"
2429,15 Acertos,2,"R$ 1.737.220,09"
2429,14 Acertos,491,"R$ 1.137,96"
2429,13 Acertos,19301,"R$ 25,00"
2429,12 Acertos,164291,"R$ 10,00"
2429,11 Acertos,874675,"R$ 5,00"
2428,15 Acertos,0,"R$ 0,00"
2428,14 Acertos,203,"R$ 1.662,04"
2428,13 Acertos,8805,"R$ 25,00"
2428,12 Acertos,116683,"R$ 10,00"
2428,11 Acertos,658965,"R$ 5,00"
2427,15 Acertos,1,"R$ 1.541.229,64"
2427,14 Acertos,154,"R$ 2.098,45"
2427,13 Acertos,5781,"R$ 25,00"
2427,12 Acertos,79475,"R$ 10,00"
2427,11 Acertos,514778,"R$ 5,00"
2426,15 Acertos,2,"R$ 813.170,54"
2426,14 Acertos,194,"R$ 1.757,77"
2426,13 Acertos,7719,"R$ 25,00"
2426,12 Acertos,107989,"R$ 10,00"
2426,11 Acertos,620066,"R$ 5,00"
2425,15 Acertos,1,"R$ 886.557,71"
2425,14 Acertos,361,"R$ 735,61"
2425,13 Acertos,15094,"R$ 25,00"
2425,12 Acertos,156805,"R$ 10,00"
2425,11 Acertos,721372,"R$ 5,00"
2424,15 Acertos,1,"R$ 1.434.671,19"
2424,14 Acertos,363,"R$ 1.183,85"
2424,13 Acertos,11783,"R$ 25,00"
2424,12 Acertos,136962,"R$ 10,00"
2424,11 Acertos,696227,"R$ 5,00"
2423,15 Acertos,1,"R$ 1.483.584,53"
2423,14 Acertos,201,"R$ 1.547,63"
2423,13 Acertos,7170,"R$ 25,00"
2423,12 Acertos,98611,"R$ 10,00"
2423,11 Acertos,582562,"R$ 5,00"
2422,15 Acertos,1,"R$ 1.420.596,85"
2422,14 Acertos,371,"R$ 1.146,96"
2422,13 Acertos,12885,"R$ 25,00"
2422,12 Acertos,151549,"R$ 10,00"
2422,11 Acertos,793818,"R$ 5,00"
2421,15 Acertos,3,"R$ 484.612,23"
2421,14 Acertos,272,"R$ 1.601,03"
2421,13 Acertos,9747,"R$ 25,00"
2421,12 Acertos,115870,"R$ 10,00"
2421,11 Acertos,604013,"R$ 5,00"
2420,15 Acertos,2,"R$ 3.416.783,38"
2420,14 Acertos,653,"R$ 1.241,28"
2420,13 Acertos,21173,"R$ 25,00"
2420,12 Acertos,280672,"R$ 10,00"
2420,11 Acertos,1462963,"R$ 5,00"
2419,15 Acertos,0,"R$ 0,00"
2419,14 Acertos,271,"R$ 1.503,50"
2419,13 Acertos,9977,"R$ 25,00"
2419,12 Acertos,120769,"R$ 10,00"
2419,11 Acertos,658921,"R$ 5,00"
2418,15 Acertos,4,"R$ 400.066,29"
2418,14 Acertos,298,"R$ 1.608,53"
2418,13 Acertos,9798,"R$ 25,00"
2418,12 Acertos,132110,"R$ 10,00"
2418,11 Acertos,706493,"R$ 5,00"
2417,15 Acertos,1,"R$ 1.599.420,84"
2417,14 Acertos,181,"R$ 1.852,83"
2417,13 Acertos,8726,"R$ 25,00"
2417,12 Acertos,91832,"R$ 10,00"
2417,11 Acertos,543215,"R$ 5,00"
2416,15 Acertos,1,"R$ 4.449.206,30"
2416,14 Acertos,416,"R$ 1.476,61"
2416,13 Acertos,13870,"R$ 25,00"
2416,12 Acertos,177568,"R$ 10,00"
2416,11 Acertos,1035896,"R$ 5,00"
2415,15 Acertos,0,"R$ 0,00"
2415,14 Acertos,177,"R$ 1.800,16"
2415,13 Acertos,8465,"R$ 25,00"
2415,12 Acertos,117741,"R$ 10,00"
2415,11 Acertos,670742,"R$ 5,00"
2414,15 Acertos,4,"R$ 396.448,82"
2414,14 Acertos,230,"R$ 1.445,68"
2414,13 Acertos,9122,"R$ 25,00"
2414,12 Acertos,123064,"R$ 10,00"
2414,11 Acertos,706023,"R$ 5,00"
2413,15 Acertos,2,"R$ 715.702,58"
2413,14 Acertos,239,"R$ 1.793,98"
2413,13 Acertos,9664,"R$ 25,00"
2413,12 Acertos,111275,"R$ 10,00"
2413,11 Acertos,597439,"R$ 5,00"
2412,15 Acertos,3,"R$ 551.054,56"
2412,14 Acertos,301,"R$ 1.645,14"
2412,13 Acertos,9466,"R$ 25,00"
2412,12 Acertos,111929,"R$ 10,00"
2412,11 Acertos,615719,"R$ 5,00"
2411,15 Acertos,7,"R$ 110.230,91"
2411,14 Acertos,422,"R$ 547,69"
2411,13 Acertos,11845,"R$ 25,00"
2411,12 Acertos,146978,"R$ 10,00"
2411,11 Acertos,597879,"R$ 5,00"
2410,15 Acertos,3,"R$ 1.424.466,90"
2410,14 Acertos,468,"R$ 1.261,99"
2410,13 Acertos,15693,"R$ 25,00"
2410,12 Acertos,180698,"R$ 10,00"
2410,11 Acertos,938136,"R$ 5,00"
2409,15 Acertos,3,"R$ 560.131,74"
2409,14 Acertos,222,"R$ 1.587,12"
2409,13 Acertos,8644,"R$ 25,00"
2409,12 Acertos,103511,"R$ 10,00"
2409,11 Acertos,596588,"R$ 5,00"
2408,15 Acertos,4,"R$ 369.769,22"
2408,14 Acertos,240,"R$ 1.846,00"
2408,13 Acertos,8127,"R$ 25,00"
2408,12 Acertos,105829,"R$ 10,00"
2408,11 Acertos,558875,"R$ 5,00"
2407,15 Acertos,1,"R$ 1.657.772,62"
2407,14 Acertos,194,"R$ 1.791,74"
2407,13 Acertos,8030,"R$ 25,00"
2407,12 Acertos,108033,"R$ 10,00"
2407,11 Acertos,623887,"R$ 5,00"
2406,15 Acertos,3,"R$ 274.207,82"
2406,14 Acertos,441,"R$ 558,74"
2406,13 Acertos,13049,"R$ 25,00"
2406,12 Acertos,124664,"R$ 10,00"
2406,11 Acertos,571694,"R$ 5,00"
2405,15 Acertos,1,"R$ 1.411.882,42"
2405,14 Acertos,222,"R$ 1.333,51"
2405,13 Acertos,10236,"R$ 25,00"
2405,12 Acertos,122314,"R$ 10,00"
2405,11 Acertos,630137,"R$ 5,00"
2404,15 Acertos,1,"R$ 1.284.582,93"
2404,14 Acertos,326,"R$ 1.180,31"
2404,13 Acertos,16780,"R$ 25,00"
2404,12 Acertos,121540,"R$ 10,00"
2404,11 Acertos,686509,"R$ 5,00"
2403,15 Acertos,1,"R$ 1.416.948,68"
2403,14 Acertos,192,"R$ 1.547,41"
2403,13 Acertos,7725,"R$ 25,00"
2403,12 Acertos,103208,"R$ 10,00"
2403,11 Acertos,569670,"R$ 5,00"
2402,15 Acertos,3,"R$ 370.337,82"
2402,14 Acertos,321,"R$ 1.036,73"
2402,13 Acertos,13409,"R$ 25,00"
2402,12 Acertos,144941,"R$ 10,00"
2402,11 Acertos,741668,"R$ 5,00"
2401,15 Acertos,4,"R$ 358.567,73"
2401,14 Acertos,269,"R$ 1.597,10"
2401,13 Acertos,7943,"R$ 25,00"
2401,12 Acertos,93263,"R$ 10,00"
2401,11 Acertos,529601,"R$ 5,00"
2400,15 Acertos,3,"R$ 2.885.513,44"
2400,14 Acertos,575,"R$ 1.442,97"
2400,13 Acertos,22687,"R$ 25,00"
2400,12 Acertos,295160,"R$ 10,00"
2400,11 Acertos,1523910,"R$ 5,00"
2399,15 Acertos,0,"R$ 0,00"
2399,14 Acertos,368,"R$ 1.531,94"
2399,13 Acertos,13926,"R$ 25,00"
2399,12 Acertos,155415,"R$ 10,00"
2399,11 Acertos,801864,"R$ 5,00"
2398,15 Acertos,0,"R$ 0,00"
2398,14 Acertos,212,"R$ 1.776,34"
2398,13 Acertos,9501,"R$ 25,00"
2398,12 Acertos,117294,"R$ 10,00"
2398,11 Acertos,682908,"R$ 5,00"
2397,15 Acertos,1,"R$ 1.370.748,46"
2397,14 Acertos,272,"R$ 1.509,53"
2397,13 Acertos,8977,"R$ 25,00"
2397,12 Acertos,102720,"R$ 10,00"
2397,11 Acertos,558825,"R$ 5,00"
2396,15 Acertos,4,"R$ 311.203,33"
2396,14 Acertos,357,"R$ 1.044,45"
2396,13 Acertos,11161,"R$ 25,00"
2396,12 Acertos,126340,"R$ 10,00"
2396,11 Acertos,641763,"R$ 5,00"
2395,15 Acertos,2,"R$ 630.210,73"
2395,14 Acertos,279,"R$ 1.353,21"
2395,13 Acertos,7952,"R$ 25,00"
2395,12 Acertos,98698,"R$ 10,00"
2395,11 Acertos,569559,"R$ 5,00"
2393,15 Acertos,0,"R$ 0,00"
2393,14 Acertos,318,"R$ 1.578,17"
2393,13 Acertos,12929,"R$ 25,00"
2393,12 Acertos,165667,"R$ 10,00"
2393,11 Acertos,903117,"R$ 5,00"
2394,15 Acertos,4,"R$ 1.486.615,30"
2394,14 Acertos,359,"R$ 1.672,96"
2394,13 Acertos,13236,"R$ 25,00"
2394,12 Acertos,187307,"R$ 10,00"
2394,11 Acertos,1050973,"R$ 5,00"
2392,15 Acertos,0,"R$ 0,00"
2392,14 Acertos,235,"R$ 1.792,96"
2392,13 Acertos,7972,"R$ 25,00"
2392,12 Acertos,102625,"R$ 10,00"
2392,11 Acertos,547456,"R$ 5,00"
2391,15 Acertos,1,"R$ 1.301.578,81"
2391,14 Acertos,382,"R$ 1.020,61"
2391,13 Acertos,14915,"R$ 25,00"
2391,12 Acertos,118906,"R$ 10,00"
2391,11 Acertos,591334,"R$ 5,00"
2390,15 Acertos,8,"R$ 879.341,66"
2390,14 Acertos,870,"R$ 1.052,92"
2390,13 Acertos,16772,"R$ 25,00"
2390,12 Acertos,197713,"R$ 10,00"
2390,11 Acertos,1150951,"R$ 5,00"
2389,15 Acertos,0,"R$ 0,00"
2389,14 Acertos,234,"R$ 1.889,80"
2389,13 Acertos,7769,"R$ 25,00"
2389,12 Acertos,95175,"R$ 10,00"
2389,11 Acertos,544549,"R$ 5,00"
2388,15 Acertos,4,"R$ 288.418,86"
2388,14 Acertos,385,"R$ 897,58"
2388,13 Acertos,13756,"R$ 25,00"
2388,12 Acertos,157594,"R$ 10,00"
2388,11 Acertos,780822,"R$ 5,00"
2387,15 Acertos,3,"R$ 456.503,28"
2387,14 Acertos,217,"R$ 1.890,42"
2387,13 Acertos,8666,"R$ 25,00"
2387,12 Acertos,108518,"R$ 10,00"
2387,11 Acertos,588111,"R$ 5,00"
2385,15 Acertos,0,"R$ 0,00"
2385,14 Acertos,167,"R$ 1.729,26"
2385,13 Acertos,6865,"R$ 25,00"
2385,12 Acertos,86537,"R$ 10,00"
2385,11 Acertos,525051,"R$ 5,00"
2384,15 Acertos,38,"R$ 21.966,33"
2384,14 Acertos,2114,"R$ 118,27"
2384,13 Acertos,22584,"R$ 25,00"
2384,12 Acertos,166707,"R$ 10,00"
2384,11 Acertos,642241,"R$ 5,00"
2383,15 Acertos,3,"R$ 998.827,83"
2383,14 Acertos,533,"R$ 939,62"
2383,13 Acertos,13760,"R$ 25,00"
2383,12 Acertos,140792,"R$ 10,00"
2383,11 Acertos,721861,"R$ 5,00"
2382,15 Acertos,0,"R$ 0,00"
2382,14 Acertos,243,"R$ 1.632,69"
2382,13 Acertos,8624,"R$ 25,00"
2382,12 Acertos,134132,"R$ 10,00"
2382,11 Acertos,617284,"R$ 5,00"
2381,15 Acertos,4,"R$ 267.938,72"
2381,14 Acertos,438,"R$ 732,95"
2381,13 Acertos,10720,"R$ 25,00"
2381,12 Acertos,110390,"R$ 10,00"
2381,11 Acertos,562057,"R$ 5,00"
2380,15 Acertos,1,"R$ 4.416.546,22"
2380,14 Acertos,593,"R$ 889,35"
2380,13 Acertos,18501,"R$ 25,00"
2380,12 Acertos,211383,"R$ 10,00"
2380,11 Acertos,1056997,"R$ 5,00"
2379,15 Acertos,3,"R$ 398.164,76"
2379,14 Acertos,269,"R$ 1.330,10"
2379,13 Acertos,8410,"R$ 25,00"
2379,12 Acertos,99787,"R$ 10,00"
2379,11 Acertos,556289,"R$ 5,00"
2378,15 Acertos,1,"R$ 1.592.881,07"
2378,14 Acertos,165,"R$ 2.024,19"
2378,13 Acertos,7391,"R$ 25,00"
2378,12 Acertos,104632,"R$ 10,00"
2378,11 Acertos,583093,"R$ 5,00"
2377,15 Acertos,3,"R$ 371.197,33"
2377,14 Acertos,238,"R$ 1.401,53"
2377,13 Acertos,11845,"R$ 25,00"
2377,12 Acertos,100542,"R$ 10,00"
2377,11 Acertos,532942,"R$ 5,00"
2376,15 Acertos,2,"R$ 923.922,98"
2376,14 Acertos,306,"R$ 1.808,83"
2376,13 Acertos,9130,"R$ 25,00"
2376,12 Acertos,103669,"R$ 10,00"
2376,11 Acertos,568942,"R$ 5,00"
2375,15 Acertos,1,"R$ 1.229.672,74"
2375,14 Acertos,202,"R$ 1.823,44"
2375,13 Acertos,7813,"R$ 25,00"
2375,12 Acertos,117594,"R$ 10,00"
2375,11 Acertos,593055,"R$ 5,00"
2374,15 Acertos,1,"R$ 1.261.027,79"
2374,14 Acertos,322,"R$ 1.173,06"
2374,13 Acertos,12572,"R$ 25,00"
2374,12 Acertos,145179,"R$ 10,00"
2374,11 Acertos,702246,"R$ 5,00"
2373,15 Acertos,1,"R$ 6.466.287,24"
2373,14 Acertos,443,"R$ 1.471,45"
2373,13 Acertos,17016,"R$ 25,00"
2373,12 Acertos,236986,"R$ 10,00"
2373,11 Acertos,1339239,"R$ 5,00"
2371,15 Acertos,0,"R$ 0,00"
2371,14 Acertos,297,"R$ 1.431,74"
2371,13 Acertos,11865,"R$ 25,00"
2371,12 Acertos,137907,"R$ 10,00"
2371,11 Acertos,714421,"R$ 5,00"
2372,15 Acertos,0,"R$ 0,00"
2372,14 Acertos,363,"R$ 1.599,06"
2372,13 Acertos,12633,"R$ 25,00"
2372,12 Acertos,155221,"R$ 10,00"
2372,11 Acertos,822764,"R$ 5,00"
2370,15 Acertos,1,"R$ 5.318.347,15"
2370,14 Acertos,315,"R$ 1.614,38"
2370,13 Acertos,12752,"R$ 25,00"
2370,12 Acertos,171543,"R$ 10,00"
2370,11 Acertos,1012534,"R$ 5,00"
2369,15 Acertos,1,"R$ 1.395.373,49"
2369,14 Acertos,302,"R$ 1.384,00"
2369,13 Acertos,10565,"R$ 25,00"
2369,12 Acertos,140534,"R$ 10,00"
2369,11 Acertos,749863,"R$ 5,00"
2368,15 Acertos,2,"R$ 619.697,19"
2368,14 Acertos,424,"R$ 875,58"
2368,13 Acertos,12063,"R$ 25,00"
2368,12 Acertos,139829,"R$ 10,00"
2368,11 Acertos,622568,"R$ 5,00"
2367,15 Acertos,10,"R$ 145.765,87"
2367,14 Acertos,546,"R$ 799,68"
2367,13 Acertos,13334,"R$ 25,00"
2367,12 Acertos,141290,"R$ 10,00"
2367,11 Acertos,706495,"R$ 5,00"
2366,15 Acertos,19,"R$ 292.047,45"
2366,14 Acertos,1462,"R$ 335,23"
2366,13 Acertos,32783,"R$ 25,00"
2366,12 Acertos,302116,"R$ 10,00"
2366,11 Acertos,1228573,"R$ 5,00"
2365,15 Acertos,0,"R$ 0,00"
2365,14 Acertos,337,"R$ 1.548,97"
2365,13 Acertos,12308,"R$ 25,00"
2365,12 Acertos,164359,"R$ 10,00"
2365,11 Acertos,944652,"R$ 5,00"
2364,15 Acertos,0,"R$ 0,00"
2364,14 Acertos,220,"R$ 1.356,36"
2364,13 Acertos,8309,"R$ 25,00"
2364,12 Acertos,107403,"R$ 10,00"
2364,11 Acertos,585915,"R$ 5,00"
2363,15 Acertos,1,"R$ 4.567.568,84"
2363,14 Acertos,356,"R$ 1.692,63"
2363,13 Acertos,19670,"R$ 25,00"
2363,12 Acertos,156735,"R$ 10,00"
2363,11 Acertos,978445,"R$ 5,00"
2362,15 Acertos,0,"R$ 0,00"
2362,14 Acertos,225,"R$ 1.578,41"
2362,13 Acertos,9046,"R$ 25,00"
2362,12 Acertos,118369,"R$ 10,00"
2362,11 Acertos,620365,"R$ 5,00"
2360,15 Acertos,1,"R$ 4.343.470,35"
2360,14 Acertos,546,"R$ 1.046,75"
2360,13 Acertos,20726,"R$ 25,00"
2360,12 Acertos,238703,"R$ 10,00"
2360,11 Acertos,1191075,"R$ 5,00"
2361,15 Acertos,2,"R$ 651.387,16"
2361,14 Acertos,256,"R$ 1.524,34"
2361,13 Acertos,9040,"R$ 25,00"
2361,12 Acertos,105321,"R$ 10,00"
2361,11 Acertos,569706,"R$ 5,00"
2359,15 Acertos,1,"R$ 1.294.142,38"
2359,14 Acertos,259,"R$ 1.496,70"
2359,13 Acertos,8687,"R$ 25,00"
2359,12 Acertos,101721,"R$ 10,00"
2359,11 Acertos,538941,"R$ 5,00"
2357,15 Acertos,3,"R$ 1.192.683,08"
2357,14 Acertos,363,"R$ 1.732,48"
2357,13 Acertos,12885,"R$ 25,00"
2357,12 Acertos,174709,"R$ 10,00"
2357,11 Acertos,961118,"R$ 5,00"
2358,15 Acertos,1,"R$ 1.583.182,24"
2358,14 Acertos,269,"R$ 1.762,91"
2358,13 Acertos,7873,"R$ 25,00"
2358,12 Acertos,103289,"R$ 10,00"
2358,11 Acertos,551713,"R$ 5,00"
2356,15 Acertos,0,"R$ 0,00"
2356,14 Acertos,200,"R$ 1.550,06"
2356,13 Acertos,8011,"R$ 25,00"
2356,12 Acertos,110168,"R$ 10,00"
2356,11 Acertos,664414,"R$ 5,00"
2355,15 Acertos,1,"R$ 1.275.471,22"
2355,14 Acertos,238,"R$ 1.605,26"
2355,13 Acertos,8456,"R$ 25,00"
2355,12 Acertos,102062,"R$ 10,00"
2355,11 Acertos,574838,"R$ 5,00"
2386,15 Acertos,6,"R$ 590.132,30"
2386,14 Acertos,408,"R$ 1.588,37"
2386,13 Acertos,14602,"R$ 25,00"
2386,12 Acertos,174310,"R$ 10,00"
2386,11 Acertos,907234,"R$ 5,00"
2353,15 Acertos,2,"R$ 604.502,63"
2353,14 Acertos,309,"R$ 1.171,98"
2353,13 Acertos,10507,"R$ 25,00"
2353,12 Acertos,113697,"R$ 10,00"
2353,11 Acertos,588091,"R$ 5,00"
2352,15 Acertos,1,"R$ 1.514.262,12"
2352,14 Acertos,214,"R$ 1.483,68"
2352,13 Acertos,8495,"R$ 25,00"
2352,12 Acertos,114022,"R$ 10,00"
2352,11 Acertos,615793,"R$ 5,00"
2354,15 Acertos,4,"R$ 345.963,78"
2354,14 Acertos,557,"R$ 744,19"
2354,13 Acertos,14712,"R$ 25,00"
2354,12 Acertos,139152,"R$ 10,00"
2354,11 Acertos,667677,"R$ 5,00"
2351,15 Acertos,1,"R$ 1.353.808,22"
2351,14 Acertos,170,"R$ 1.669,78"
2351,13 Acertos,6791,"R$ 25,00"
2351,12 Acertos,111986,"R$ 10,00"
2351,11 Acertos,540880,"R$ 5,00"
2349,15 Acertos,0,"R$ 0,00"
2349,14 Acertos,225,"R$ 1.397,74"
2349,13 Acertos,7486,"R$ 25,00"
2349,12 Acertos,95370,"R$ 10,00"
